Time(s):,Tower T:,Tower TEMP,Room T:,Room TEMP,PID,P:,I:,D:,Mass: ,Mass/10,MassRate: ,Average (MassRate * 100),Freq: ,Frequency Average,Epsilon: 
1800,70,70,87.62,87.62,180,0,75.31,0,272.69,27.269,0.36,33.56,142500,141661.7647,17.18
1801,70,70,87.62,87.62,180,0,75.31,0,272.86,27.286,0.36,33.64,141000,141676.4706,17.51
1801,70,70,87.62,87.62,180,0,75.31,0,273.25,27.325,0.36,33.72,141500,141661.7647,17.4
1802,70,70,87.62,87.62,180,0,75.31,0,273.58,27.358,0.34,33.8,142500,141647.0588,17.18
1803,70,70,87.56,87.56,180,0,75.31,0,273.97,27.397,0.34,33.88,141500,141647.0588,17.4
1804,70,70,87.62,87.62,180,0,75.31,0,274.32,27.432,0.35,33.96,142000,141661.7647,17.29
1805,70,70,87.62,87.62,180,0,75.31,0,274.55,27.455,0.35,34.04,142000,141617.6471,17.29
1806,70,70,87.62,87.62,180,0,75.31,0,274.81,27.481,0.35,34.12,142000,141632.3529,17.29
1806,70,70,87.62,87.62,180,0,75.31,0,275.07,27.507,0.35,34.52,141500,141691.1765,17.4
1807,70,70,87.62,87.62,180,0,75.31,0,275.26,27.526,0.35,34.92,142000,141705.8824,17.29
1808,70,70,87.62,87.62,180,0,75.31,0,275.49,27.549,0.35,34.96,140000,141691.1765,17.74
1809,70,70,87.62,87.62,180,0,75.31,0,275.69,27.569,0.34,34.88,142500,141691.1765,17.18
1810,70,70,87.62,87.62,180,0,75.31,0,275.93,27.593,0.34,34.84,142500,141691.1765,17.18
1811,70,70,87.62,87.62,180,0,75.31,0,276.74,27.674,0.33,34.76,141500,141676.4706,17.4
1812,70,70,87.62,87.62,180,0,75.31,0,276.95,27.695,0.33,34,142000,141691.1765,17.29
1813,70,70,87.62,87.62,180,0,75.31,0,277.3,27.73,0.33,33.96,141000,141676.4706,17.51
1814,70,70,87.62,87.62,180,0,75.31,0,277.52,27.752,0.33,33.92,142000,141676.4706,17.29
1815,69.94,69.94,87.62,87.62,179,0.5,75.36,1.13,278.15,27.815,0.34,34,142000,141691.1765,17.31
1815,70,70,87.62,87.62,180,0,75.31,0,277.78,27.778,0.33,34.08,141500,141676.4706,17.4
1816,69.94,69.94,87.62,87.62,180,0.5,75.42,0,278.3,27.83,0.34,34.24,141500,141705.8824,17.42
1817,70,70,87.62,87.62,181,0,75.42,-1.13,278.69,27.869,0.35,34.4,141500,141720.5882,17.4
1819,70,70,87.62,87.62,180,0,75.42,0,278.94,27.894,0.18,34.64,142000,141691.1765,17.29
1820,70,70,87.62,87.62,180,0,75.42,0,279.68,27.968,0.36,34.32,141000,141691.1765,17.51
1821,70,70,87.62,87.62,180,0,75.42,0,280.12,28.012,0.36,33.96,141500,141661.7647,17.4
1822,70,70,87.62,87.62,180,0,75.42,0,280.43,28.043,0.38,34.08,141500,141661.7647,17.4
1823,70,70,87.62,87.62,180,0,75.42,0,280.84,28.084,0.38,34.2,142000,141661.7647,17.29
1824,70,70,87.62,87.62,180,0,75.42,0,281.12,28.112,0.4,33.56,142000,141676.4706,17.29
1825,70,70,87.62,87.62,180,0,75.42,0,281.29,28.129,0.4,32.92,142000,141691.1765,17.29
1826,70.06,70.06,87.62,87.62,181,-0.5,75.31,0,281.91,28.191,0.4,33.04,142000,141750,17.27
1828,70.06,70.06,87.69,87.69,181,-0.5,75.25,0,282.22,28.222,0.26,33.2,141000,141735.2941,17.5
1829,70.06,70.06,87.69,87.69,181,-0.5,75.19,0,282.6,28.26,0.26,33.32,141000,141720.5882,17.5
1830,70.06,70.06,87.69,87.69,181,-0.5,75.14,0,282.78,28.278,0.38,33.48,141500,141735.2941,17.38
1830,70.06,70.06,87.69,87.69,181,-0.5,75.08,0,283.22,28.322,0.38,33.68,141500,141735.2941,17.38
1833,70.06,70.06,87.69,87.69,181,-0.5,75.02,0,283.58,28.358,0.19,33.84,142000,141764.7059,17.27
1834,70,70,87.69,87.69,179,0,75.02,1.13,283.92,28.392,0.19,34,142000,141764.7059,17.29
1835,87.69,70,87.69,87.69,255,-141.5,59.11,-327.95,284.32,28.432,0.38,33.88,142000,141750,11.98
1835,69.94,69.94,87.69,87.69,135,0.5,59.16,320.78,284.4,28.44,0.38,33.76,142000,141779.4118,17.31
1836,69.94,69.94,87.69,87.69,196,0.5,59.22,0,284.78,28.478,0.37,33.64,141500,141794.1176,17.42
1837,69.87,69.87,87.69,87.69,194,1,59.33,1.13,285.04,28.504,0.37,33.44,141500,141823.5294,17.44
1839,69.69,69.69,87.69,87.69,192,2.5,59.84,1.13,285.56,28.556,0.38,33.28,141000,141823.5294,17.61
1839,69.5,69.5,87.69,87.69,188,4,60.29,3.39,285.92,28.592,0.37,32.4,142000,141852.9412,17.44
1840,69.44,69.44,87.69,87.69,189,4.5,60.79,1.13,285.76,28.576,0.37,32.2,142000,141838.2353,17.46
1842,69.25,69.25,87.69,87.69,185,6,62.03,2.26,286.51,28.651,0.31,32,142000,141867.6471,17.52
1843,69.19,69.19,87.69,87.69,185,6.5,62.76,1.13,286.74,28.674,0.3,31.72,142500,141867.6471,17.42
1844,69.12,69.12,87.69,87.69,183,7,64.28,1.13,287.27,28.727,0.31,31.52,142000,141882.3529,17.55
1844,69.19,69.19,87.69,87.69,186,6.5,63.49,0,287.02,28.702,0.3,31.32,142000,141867.6471,17.53
1846,69.06,69.06,87.69,87.69,182,7.5,65.12,0.57,287.43,28.743,0.14,31.16,142000,141867.6471,17.57
1847,69.06,69.06,87.69,87.69,155,15.5,66.87,18.12,287.82,28.782,0.14,31.64,142000,141867.6471,17.57
1848,69.06,69.06,87.69,87.69,171,15.5,68.61,0,288.19,28.819,0.31,32.04,142000,141852.9412,17.57
1849,69.06,69.06,87.69,87.69,168,15.5,72.1,0,288.72,28.872,0.33,32.04,142000,141867.6471,17.57
1849,69.06,69.06,87.69,87.69,170,15.5,70.36,0,288.43,28.843,0.31,32.12,142000,141882.3529,17.57
1851,69.06,69.06,87.69,87.69,164,15.5,75.59,0,289.42,28.942,0.35,32.96,141500,141882.3529,17.68
1852,69.19,69.19,87.69,87.69,166,14.5,77.22,-2.26,289.69,28.969,0.35,33.28,142500,141867.6471,17.42
1853,69.25,69.25,87.69,87.69,164,14,78.79,-1.13,289.99,28.999,0.36,32.84,142000,141838.2353,17.52
1854,69.5,69.5,87.69,87.69,164,12,81.61,-2.26,290.68,29.068,0.38,33.08,142500,141823.5294,17.33
1854,69.37,69.37,87.69,87.69,165,13,80.26,-2.26,290.34,29.034,0.36,33.36,142000,141852.9412,17.48
1855,69.56,69.56,87.69,87.69,162,11.5,82.9,-1.13,291.14,29.114,0.38,33.56,142000,141867.6471,17.42
1856,69.69,69.69,87.69,87.69,163,10.5,84.08,-2.26,291.45,29.145,0.4,33.72,141000,141897.0588,17.61
1857,69.81,69.81,87.75,87.75,163,9.5,85.15,-2.26,291.8,29.18,0.4,33.8,142500,141897.0588,17.24
1859,70.12,70.12,87.75,87.75,164,7,86.84,-2.26,292.63,29.263,0.27,33.88,142000,141897.0588,17.25
1859,70,70,87.75,87.75,163,8,86.05,-1.7,292.14,29.214,0.27,34.16,142500,141897.0588,17.18
1860,70.19,70.19,87.75,87.75,163,6.5,87.57,-1.13,292.99,29.299,0.44,34.48,141500,141882.3529,17.35
1861,70.31,70.31,87.75,87.75,164,5.5,88.19,-2.26,293.18,29.318,0.44,34.72,142000,141882.3529,17.2
1862,70.37,70.37,87.75,87.75,163,5,88.75,-1.13,293.41,29.341,0.42,35,141000,141867.6471,17.4
1863,70.5,70.5,87.75,87.75,165,4,89.2,-2.26,293.61,29.361,0.42,35.8,140500,141867.6471,17.48
1863,70.56,70.56,87.75,87.75,164,3.5,89.59,-1.13,293.92,29.392,0.39,36.6,142000,141867.6471,17.12
1864,70.62,70.62,87.75,87.75,164,3,89.93,-1.13,294.3,29.43,0.39,36.72,142000,141867.6471,17.1
1865,70.69,70.69,87.75,87.75,164,2.5,90.21,-1.13,294.6,29.46,0.38,36.76,142000,141867.6471,17.08
1866,70.75,70.75,87.75,87.75,164,2,90.44,-1.13,294.91,29.491,0.38,36.8,141500,141823.5294,17.18
1867,70.81,70.81,87.75,87.75,165,1.5,90.61,-1.13,295.23,29.523,0.37,36.6,141000,141808.8235,17.27
1868,70.87,70.87,87.75,87.75,165,1,90.72,-1.13,295.47,29.547,0.37,35.8,141500,141794.1176,17.14
1868,70.87,70.87,87.75,87.75,164,1,90.83,0,295.72,29.572,0.34,35.8,142500,141779.4118,16.92
1869,70.94,70.94,87.75,87.75,165,0.5,90.89,-1.13,296.01,29.601,0.34,35.52,142000,141779.4118,17.01
1870,71,71,87.75,87.75,166,0,90.89,-1.13,296.18,29.618,0.34,35.52,142000,141794.1176,16.99
1871,71.06,71.06,87.75,87.75,166,-0.5,90.83,-1.13,296.25,29.625,0.34,35.08,142000,141779.4118,16.97
1872,71.12,71.12,87.75,87.75,167,-1,90.72,-1.13,296.54,29.654,0.32,34.56,142000,141808.8235,16.95
1873,71.25,71.25,87.75,87.75,168,-2,90.32,-1.13,297.07,29.707,0.3,34.76,142000,141808.8235,16.92
1875,71.37,71.37,87.75,87.75,170,-3,89.99,-1.14,297.34,29.734,0.15,35.48,142000,141808.8235,16.88
1878,71.56,71.56,87.75,87.75,173,-4.5,88.3,-1.13,299.05,29.905,0.36,36.4,142000,141794.1176,16.82
1878,71.5,71.5,87.75,87.75,172,-4,88.81,-1.13,298.58,29.858,0.31,36.64,141500,141808.8235,16.95
1879,71.56,71.56,87.75,87.75,172,-4.5,87.79,0,299.43,29.943,0.36,37,142000,141823.5294,16.82
1881,71.56,71.56,87.75,87.75,173,-4.5,87.29,0,299.73,29.973,0.27,37.44,142000,141852.9412,16.82
