Time(s):,Tower T:,Tower TEMP,Room T:,Room TEMP,PID,P:,I:,D:,Mass: ,Mass/10,MassRate: ,Average (MassRate * 100),Freq: ,Frequency Average,Epsilon: 
5942,85.81,85.81,97.37,97.37,135,113.5,100,0,1275.39,127.539,0.06,5.08,145000,145279.4118,11.89
5942,85.81,85.81,97.37,97.37,135,113.5,100,0,1275.43,127.543,0.06,4.52,146000,145279.4118,11.68
5943,85.81,85.81,97.37,97.37,135,113.5,100,0,1275.28,127.528,0.04,4.12,145500,145294.1176,11.78
5944,85.81,85.81,97.37,97.37,135,113.5,100,0,1275.33,127.533,0.04,3.68,145000,145294.1176,11.89
5945,85.81,85.81,97.37,97.37,135,113.5,100,0,1275.38,127.538,0.04,3.32,145500,145294.1176,11.78
5946,85.81,85.81,97.37,97.37,135,113.5,100,0,1275.57,127.557,0.04,2.92,145500,145308.8235,11.78
5946,85.81,85.81,97.37,97.37,135,113.5,100,0,1275.57,127.557,0.03,2.8,145000,145308.8235,11.89
5947,85.81,85.81,97.37,97.37,135,113.5,100,0,1275.66,127.566,0.03,2.72,145500,145323.5294,11.78
5948,85.87,85.87,97.37,97.37,135,113,100,-1.13,1275.62,127.562,0.03,2.76,145500,145338.2353,11.77
5949,85.87,85.87,97.37,97.37,135,113,100,0,1275.54,127.554,0.03,2.8,145000,145338.2353,11.87
5950,85.87,85.87,97.37,97.37,135,113,100,0,1275.66,127.566,0.02,2.92,145500,145323.5294,11.77
5951,85.87,85.87,97.37,97.37,135,113,100,0,1275.57,127.557,0.03,2.92,145500,145323.5294,11.77
5951,85.87,85.87,97.37,97.37,135,113,100,0,1275.69,127.569,0.02,3,145000,145308.8235,11.87
5952,85.87,85.87,97.37,97.37,135,113,100,0,1275.57,127.557,0.03,3.08,145000,145323.5294,11.87
5953,85.87,85.87,97.37,97.37,135,113,100,0,1275.72,127.572,0.04,3.12,144500,145308.8235,11.98
5954,85.87,85.87,97.37,97.37,135,113,100,0,1275.88,127.588,0.04,3.16,145000,145323.5294,11.87
5955,85.87,85.87,97.37,97.37,135,113,100,0,1275.85,127.585,0.04,3.12,145000,145323.5294,11.87
5956,85.94,85.94,97.37,97.37,135,112.5,100,-1.13,1275.73,127.573,0.04,3,146000,145323.5294,11.64
5956,85.87,85.87,97.37,97.37,135,113,100,1.13,1275.77,127.577,0.01,2.88,145500,145352.9412,11.77
5957,85.94,85.94,97.37,97.37,135,112.5,100,-1.13,1275.72,127.572,0.01,2.64,145000,145338.2353,11.85
5958,85.94,85.94,97.37,97.37,135,112.5,100,0,1275.66,127.566,0.01,2.48,145500,145338.2353,11.75
5959,85.94,85.94,97.44,97.44,135,112.5,100,0,1275.77,127.577,0.01,2.36,145500,145352.9412,11.75
5960,85.94,85.94,97.37,97.37,135,112.5,100,0,1275.73,127.573,0.01,2.32,145000,145338.2353,11.85
5961,86,86,97.44,97.44,135,112,100,-1.13,1275.98,127.598,0.03,2.2,146000,145323.5294,11.62
5961,85.94,85.94,97.44,97.44,135,112.5,100,0,1275.74,127.574,0.01,2.2,145500,145338.2353,11.75
5962,85.94,85.94,97.37,97.37,135,112.5,100,1.13,1275.85,127.585,0.03,2.08,145000,145323.5294,11.85
5963,85.94,85.94,97.37,97.37,135,112.5,100,0,1275.9,127.59,0,1.96,145000,145323.5294,11.85
5964,85.94,85.94,97.37,97.37,135,112.5,100,0,1275.85,127.585,0,1.72,145500,145338.2353,11.75
5965,85.94,85.94,97.37,97.37,135,112.5,100,0,1275.77,127.577,0.01,1.52,145500,145338.2353,11.75
5966,85.94,85.94,97.37,97.37,135,112.5,100,0,1276.03,127.603,0.03,1.28,145500,145338.2353,11.75
5966,85.94,85.94,97.37,97.37,135,112.5,100,0,1275.9,127.59,0.01,1.08,145000,145338.2353,11.85
5967,86,86,97.37,97.37,135,112,100,-1.13,1275.83,127.583,0.03,0.84,145500,145352.9412,11.73
5968,86,86,97.37,97.37,135,112,100,0,1275.73,127.573,0,0.56,145500,145382.3529,11.73
5969,85.94,85.94,97.37,97.37,135,112.5,100,1.13,1275.65,127.565,0,0.28,145500,145397.0588,11.75
5970,85.94,85.94,97.37,97.37,135,112.5,100,0,1275.58,127.558,-0.03,0.04,146000,145411.7647,11.64
5971,85.87,85.87,97.37,97.37,135,113,100,0,1275.58,127.558,-0.03,-0.24,145500,145382.3529,11.77
5971,85.87,85.87,97.37,97.37,135,113,100,1.13,1275.64,127.564,-0.03,-0.36,145500,145352.9412,11.77
5972,85.87,85.87,97.37,97.37,135,113,100,0,1275.55,127.555,-0.03,-0.28,145500,145367.6471,11.77
5973,85.87,85.87,97.37,97.37,135,113,100,0,1275.54,127.554,-0.03,-0.2,145000,145367.6471,11.87
5974,85.87,85.87,97.37,97.37,135,113,100,0,1275.66,127.566,-0.03,0,145000,145338.2353,11.87
5975,85.81,85.81,97.37,97.37,135,113.5,100,1.13,1275.73,127.573,-0.03,0.2,145500,145352.9412,11.78
5976,85.75,85.75,97.37,97.37,135,114,100,1.13,1275.46,127.546,-0.02,0.32,145000,145323.5294,11.91
5976,85.81,85.81,97.37,97.37,135,113.5,100,0,1275.76,127.576,-0.03,0.44,145500,145323.5294,11.78
5977,85.75,85.75,97.37,97.37,135,114,100,0,1275.75,127.575,-0.02,0.48,145500,145338.2353,11.8
5978,85.75,85.75,97.37,97.37,135,114,100,0,1275.98,127.598,0.03,0.92,145500,145352.9412,11.8
5979,85.69,85.69,97.37,97.37,135,114.5,100,1.13,1275.99,127.599,0.03,1.36,145500,145352.9412,11.82
5980,85.69,85.69,97.37,97.37,135,114.5,100,0,1276.19,127.619,0.06,1.88,145000,145338.2353,11.93
5980,85.69,85.69,97.44,97.44,135,114.5,100,0,1276.09,127.609,0.06,2.32,145500,145338.2353,11.82
5981,85.69,85.69,97.37,97.37,135,114.5,100,0,1276.05,127.605,0.06,2.76,145500,145352.9412,11.82
5983,85.69,85.69,97.44,97.44,135,114.5,100,0,1276.29,127.629,0.04,3.12,145500,145338.2353,11.82
5984,85.62,85.62,97.37,97.37,135,115,100,1.13,1276.53,127.653,0.04,3.68,145500,145352.9412,11.84
5985,85.62,85.62,97.37,97.37,135,115,100,0,1276.73,127.673,0.11,4.24,145000,145352.9412,11.95
5985,85.62,85.62,97.37,97.37,135,115,100,0,1276.68,127.668,0.11,4.96,144500,145308.8235,12.05
5986,85.62,85.62,97.44,97.44,135,115,100,0,1276.85,127.685,0.14,5.68,145500,145308.8235,11.84
5987,85.62,85.62,97.37,97.37,135,115,100,0,1276.95,127.695,0.14,6.28,145500,145323.5294,11.84
5988,85.62,85.62,97.44,97.44,135,123,100,18.09,1276.95,127.695,0.12,6.88,144500,145308.8235,12.05
5989,85.62,85.62,97.37,97.37,135,123,100,0,1277.13,127.713,0.12,7.44,145500,145323.5294,11.84
5990,85.62,85.62,97.37,97.37,135,123,100,-1.13,1277.38,127.738,0.14,8,145000,145352.9412,11.95
5990,85.56,85.56,97.37,97.37,135,123.5,100,1.13,1277.41,127.741,0.14,8.52,145500,145338.2353,11.86
5991,85.56,85.56,97.37,97.37,135,123.5,100,1.13,1277.47,127.747,0.15,9,145500,145352.9412,11.86
5992,85.56,85.56,97.37,97.37,135,123.5,100,0,1277.53,127.753,0.15,9.36,145500,145352.9412,11.86
5993,85.5,85.5,97.37,97.37,135,124,100,1.13,1277.71,127.771,0.12,9.68,145500,145352.9412,11.88
5994,85.5,85.5,97.37,97.37,135,124,100,0,1277.66,127.766,0.12,9.72,145000,145323.5294,11.98
5995,85.5,85.5,97.37,97.37,135,124,100,0,1277.66,127.766,0.11,9.76,145500,145294.1176,11.88
5995,85.5,85.5,97.44,97.44,135,124,100,0,1277.79,127.779,0.11,9.6,145500,145308.8235,11.88
5996,85.5,85.5,97.44,97.44,135,124,100,0,1277.81,127.781,0.1,9.44,145000,145308.8235,11.98
5997,85.5,85.5,85.5,97.44,135,124,100,0,1277.8,127.78,0.1,9.28,146000,145308.8235,11.77
5998,85.5,85.5,97.44,97.44,135,124,100,0,1277.82,127.782,0.06,9.2,145500,145323.5294,11.88
5999,85.5,85.5,97.44,97.44,135,124,100,0,1277.79,127.779,0.06,9.16,144500,145279.4118,12.09
6000,85.5,85.5,97.37,97.37,135,124,100,0,1277.67,127.767,0.04,8.84,145500,145279.4118,11.88
6000,85.5,85.5,97.44,97.44,135,124,100,0,1277.66,127.766,0.04,8.52,146000,145308.8235,11.77
6001,85.5,85.5,97.37,97.37,135,124,100,0,1277.87,127.787,0.02,8.08,145000,145323.5294,11.98
6002,85.5,85.5,97.37,97.37,135,124,100,0,1277.81,127.781,0.02,7.72,145500,145308.8235,11.88
6003,85.5,85.5,97.37,97.37,135,124,100,0,1277.86,127.786,0.02,7.44,146000,145308.8235,11.77
6004,85.5,85.5,97.44,97.44,135,124,100,0,1277.98,127.798,0.02,7.12,145000,145294.1176,11.98
6005,85.5,85.5,97.37,97.37,135,124,100,0,1278.05,127.805,0.03,6.72,145500,145323.5294,11.88
6005,85.5,85.5,97.37,97.37,135,124,100,0,1278.03,127.803,0.03,6.28,145500,145294.1176,11.88
6006,85.5,85.5,97.37,97.37,135,124,100,0,1278.16,127.816,0.03,5.8,145500,145294.1176,11.88
6007,85.5,85.5,97.37,97.37,135,124,100,0,1278.19,127.819,0.03,5.32,144500,145294.1176,12.09
6008,85.5,85.5,97.37,97.37,135,124,100,0,1278.12,127.812,0.05,4.96,144500,145294.1176,12.09
6009,85.5,85.5,97.37,97.37,135,124,100,0,1278.18,127.818,0.05,4.56,145500,145308.8235,11.88
6009,85.5,85.5,97.37,97.37,135,124,100,0,1277.97,127.797,0.04,4.2,145500,145323.5294,11.88
6010,85.5,85.5,97.44,97.44,135,124,100,0,1278.01,127.801,0.04,3.84,145500,145323.5294,11.88
6011,85.5,85.5,97.44,97.44,135,124,100,0,1278.09,127.809,0.03,3.52,146000,145323.5294,11.77
6012,85.5,85.5,97.44,97.44,135,124,100,0,1278.26,127.826,0.03,3.16,144000,145308.8235,12.2
6013,85.5,85.5,97.44,97.44,135,124,100,0,1278.23,127.823,0.03,2.96,145000,145308.8235,11.98
6014,85.5,85.5,97.44,97.44,135,124,100,0,1278.23,127.823,0.03,2.68,145500,145323.5294,11.88
6014,85.5,85.5,97.44,97.44,135,124,100,0,1278.31,127.831,0.02,2.48,146000,145338.2353,11.77
6015,85.5,85.5,97.44,97.44,135,124,100,0,1278.37,127.837,0.02,2.2,145000,145338.2353,11.98
6016,85.5,85.5,97.44,97.44,135,124,100,0,1278.34,127.834,0.02,2,144500,145352.9412,12.09
6017,85.5,85.5,97.44,97.44,135,124,100,0,1278.23,127.823,0.02,1.84,145000,145352.9412,11.98
6018,85.5,85.5,97.44,97.44,135,124,100,0,1278.15,127.815,0.01,1.72,146000,145352.9412,11.77
6019,85.5,85.5,97.44,97.44,135,124,100,0,1278,127.8,0.01,1.56,144500,145367.6471,12.09
6019,85.56,85.56,97.44,97.44,135,123.5,100,-1.13,1277.97,127.797,-0.01,1.4,145500,145338.2353,11.86
6020,85.56,85.56,97.44,97.44,135,123.5,100,0,1278.11,127.811,-0.01,1.32,145500,145338.2353,11.86
6021,85.56,85.56,97.44,97.44,135,123.5,100,0,1277.95,127.795,-0.03,1.24,145500,145352.9412,11.86
6022,85.56,85.56,97.44,97.44,135,123.5,100,0,1277.93,127.793,-0.03,1.32,145500,145382.3529,11.86
6023,85.56,85.56,97.44,97.44,135,123.5,100,0,1278.19,127.819,-0.02,1.32,146000,145397.0588,11.75
6024,85.56,85.56,97.44,97.44,135,123.5,100,0,1278.3,127.83,-0.01,1.48,145500,145411.7647,11.86
6024,85.56,85.56,97.44,97.44,135,123.5,100,0,1278.19,127.819,-0.02,1.68,145000,145411.7647,11.97
6025,85.56,85.56,97.44,97.44,135,123.5,100,0,1278.33,127.833,-0.01,1.76,145500,145411.7647,11.86
6027,85.56,85.56,97.37,97.37,135,123.5,100,0,1278.29,127.829,0.01,1.96,145500,145397.0588,11.86
6028,85.62,85.62,97.44,97.44,135,123,100,-1.13,1278.33,127.833,0.01,2.08,145000,145441.1765,11.95
6029,85.62,85.62,97.44,97.44,135,123,100,0,1278.45,127.845,0.05,2.28,146000,145455.8824,11.73
6029,85.56,85.56,97.44,97.44,135,123.5,100,1.13,1278.65,127.865,0.05,2.48,146000,145441.1765,11.75
6030,85.5,85.5,97.44,97.44,135,124,100,1.13,1278.87,127.887,0.09,2.72,145500,145426.4706,11.88
6031,85.5,85.5,97.44,97.44,135,124,100,0,1278.8,127.88,0.09,2.84,145500,145411.7647,11.88
6033,85.5,85.5,97.44,97.44,135,124,100,0,1278.73,127.873,0.06,2.96,146000,145426.4706,11.77
6034,85.5,85.5,97.44,97.44,135,124,100,0,1278.92,127.892,0.08,2.92,145500,145455.8824,11.88
6034,85.5,85.5,97.44,97.44,135,124,100,0,1278.92,127.892,0.06,2.92,144500,145426.4706,12.09
6035,85.5,85.5,97.44,97.44,135,124,100,0,1279.02,127.902,0.08,2.92,145500,145441.1765,11.88
6036,85.5,85.5,97.44,97.44,135,124,100,0,1278.88,127.888,0.08,3,146000,145441.1765,11.77
6037,85.5,85.5,97.44,97.44,135,124,100,0,1278.76,127.876,0.08,3.08,145500,145426.4706,11.88
6038,85.5,85.5,97.44,97.44,135,124,100,0,1278.85,127.885,0.05,3.24,145000,145397.0588,11.98
6039,85.5,85.5,85.5,97.44,135,124,100,0,1278.94,127.894,0.05,3.44,146000,145397.0588,11.77
6039,85.5,85.5,97.37,97.37,135,124,100,0,1278.79,127.879,0.01,3.6,145500,145397.0588,11.88
6040,85.5,85.5,97.44,97.44,135,124,100,0,1278.83,127.883,0.01,3.76,145500,145382.3529,11.88
6041,85.5,85.5,97.44,97.44,135,124,100,0,1278.89,127.889,0.01,3.96,145500,145397.0588,11.88
6042,85.44,85.44,97.44,97.44,135,124.5,100,1.13,1279,127.9,0.01,4.04,145500,145397.0588,11.9
6043,85.44,85.44,97.37,97.37,135,124.5,100,0,1279.06,127.906,0.01,4.04,145500,145397.0588,11.9
6043,85.44,85.44,97.44,97.44,135,124.5,100,0,1279.09,127.909,0.01,4,145000,145411.7647,12
6044,85.37,85.37,97.44,97.44,135,125,100,1.13,1279.17,127.917,0.02,3.8,145500,145397.0588,11.92
6045,85.37,85.37,97.44,97.44,135,125,100,0,1279.16,127.916,0.02,3.68,144500,145382.3529,12.13
6046,85.37,85.37,97.44,97.44,135,125,100,0,1279.02,127.902,0.03,3.4,145000,145382.3529,12.02
6047,85.37,85.37,97.44,97.44,135,125,100,0,1278.98,127.898,0.03,3.16,146000,145382.3529,11.81
6048,85.31,85.31,97.44,97.44,135,125.5,100,0,1278.73,127.873,0.01,3.04,145000,145382.3529,12.04
6048,85.31,85.31,97.44,97.44,135,125.5,100,1.13,1278.87,127.887,0.01,2.88,145000,145367.6471,12.04
6049,85.31,85.31,97.44,97.44,135,125.5,100,0,1279.03,127.903,0,2.8,145500,145411.7647,11.93
6050,85.31,85.31,97.44,97.44,135,125.5,100,0,1279.06,127.906,0,2.72,145000,145397.0588,12.04
6051,85.25,85.25,97.44,97.44,135,126,100,1.13,1279.27,127.927,0.02,2.64,144500,145367.6471,12.17
6052,85.25,85.25,97.44,97.44,135,126,100,0,1279.41,127.941,0.02,2.6,145500,145352.9412,11.95
6053,85.25,85.25,97.44,97.44,135,126,100,0,1279.4,127.94,0.03,2.68,146000,145382.3529,11.85
6053,85.25,85.25,97.44,97.44,135,126,100,0,1279.32,127.932,0.03,2.64,145000,145367.6471,12.06
6054,85.25,85.25,97.44,97.44,135,126,100,0,1279.58,127.958,0.04,2.76,145500,145352.9412,11.95
6055,85.25,85.25,85.25,97.44,135,126,100,0,1279.45,127.945,0.04,2.8,145500,145352.9412,11.95
6056,85.25,85.25,97.44,97.44,135,126,100,0,1279.45,127.945,0.06,2.84,145500,145352.9412,11.95
6057,85.19,85.19,97.44,97.44,135,126.5,100,1.13,1279.44,127.944,0.06,3,145500,145352.9412,11.97
6058,85.19,85.19,97.44,97.44,135,126.5,100,0,1279.42,127.942,0.07,3.16,145500,145352.9412,11.97
6058,85.19,85.19,97.44,97.44,135,126.5,100,0,1279.48,127.948,0.07,3.4,145500,145382.3529,11.97
6059,85.12,85.12,97.44,97.44,135,127,100,1.13,1279.52,127.952,0.04,3.6,145500,145382.3529,11.99
6060,85.12,85.12,97.44,97.44,135,127,100,0,1279.49,127.949,0.04,3.84,145500,145397.0588,11.99
6061,85.12,85.12,97.44,97.44,135,127,100,0,1279.59,127.959,0.02,4.04,146000,145411.7647,11.88
6062,85.12,85.12,97.44,97.44,135,127,100,0,1279.78,127.978,0.02,4.2,145000,145367.6471,12.1
6063,85.06,85.06,97.44,97.44,135,127.5,100,0,1280.07,128.007,0.05,4.44,146000,145367.6471,11.9
6063,85.06,85.06,97.44,97.44,135,127.5,100,1.13,1279.88,127.988,0.05,4.72,145000,145367.6471,12.12
6064,85.06,85.06,97.44,97.44,135,127.5,100,0,1279.94,127.994,0.07,5.04,145000,145382.3529,12.12
6065,85.06,85.06,97.44,97.44,135,127.5,100,0,1280.07,128.007,0.07,5.2,145000,145397.0588,12.12
6066,85.06,85.06,97.44,97.44,135,127.5,100,0,1280.11,128.011,0.08,5.28,146000,145397.0588,11.9
6067,85,85,97.44,97.44,135,128,100,1.13,1280.02,128.002,0.08,5.28,145500,145382.3529,12.03
6068,85,85,97.44,97.44,135,128,100,0,1280.11,128.011,0.07,5.24,145000,145382.3529,12.13
6068,85,85,97.44,97.44,135,128,100,0,1280.24,128.024,0.07,5.12,145500,145382.3529,12.03
6069,85,85,97.44,97.44,135,128,100,0,1280.11,128.011,0.08,4.96,145500,145367.6471,12.03
6070,85,85,97.44,97.44,135,128,100,0,1280.11,128.011,0.08,4.76,145500,145367.6471,12.03
6071,85,85,97.44,97.44,135,128,100,0,1280.17,128.017,0.04,4.48,145500,145382.3529,12.03
6072,85,85,97.44,97.44,135,128,100,0,1280.18,128.018,0.04,4.12,146000,145367.6471,11.92
6073,85,85,97.44,97.44,135,128,100,0,1280.15,128.015,0.02,3.72,145500,145367.6471,12.03
6073,85,85,97.44,97.44,135,128,100,0,1280.11,128.011,0.02,3.4,145000,145382.3529,12.13
6074,85,85,97.44,97.44,135,128,100,0,1280,128,0,3.2,145500,145382.3529,12.03
6075,85,85,97.44,97.44,135,128,100,0,1279.96,127.996,0,3,144500,145338.2353,12.24
6076,85,85,97.44,97.44,135,128,100,0,1280,128,-0.01,2.96,145000,145323.5294,12.13
6077,85,85,97.44,97.44,135,128,100,0,1279.89,127.989,-0.01,2.84,145000,145352.9412,12.13
6077,85.06,85.06,97.44,97.44,135,127.5,100,-1.13,1280.01,128.001,-0.03,2.68,146000,145338.2353,11.9
6078,85,85,97.44,97.44,135,128,100,1.13,1280,128,-0.03,2.56,145500,145367.6471,12.03
6079,84.94,84.94,97.44,97.44,135,128.5,100,1.13,1280.06,128.006,-0.01,2.36,144500,145382.3529,12.26
6080,84.87,84.87,97.44,97.44,135,129,100,1.13,1280.06,128.006,-0.01,2.24,145000,145397.0588,12.17
6081,84.87,84.87,97.44,97.44,135,129,100,0,1280.13,128.013,-0.01,2.08,146000,145382.3529,11.96
6082,84.94,84.87,84.94,97.44,135,128.5,100,0,1280.15,128.015,0.01,1.88,145000,145397.0588,12.15
6082,84.94,84.94,97.44,97.44,135,128.5,100,-1.13,1280.19,128.019,-0.01,1.72,145000,145411.7647,12.15
6083,84.94,84.94,97.44,97.44,135,128.5,100,0,1280.14,128.014,0.01,1.64,145500,145411.7647,12.05
6084,85,85,97.44,97.44,135,128,100,-1.13,1280.19,128.019,0.02,1.52,146000,145411.7647,11.92
6085,85.06,85.06,97.44,97.44,135,127.5,100,-1.13,1280.35,128.035,0.02,1.4,145000,145411.7647,12.12
6086,85.06,85.06,97.44,97.44,135,127.5,100,0,1280.21,128.021,0.04,1.48,145500,145397.0588,12.01
6087,85.06,85.06,97.44,97.44,135,127.5,100,0,1280.2,128.02,0.04,1.52,146000,145382.3529,11.9
6087,85.12,85.12,97.44,97.44,135,127,100,-1.13,1280.36,128.036,0.03,1.68,145500,145397.0588,11.99
6088,85.19,85.19,97.44,97.44,135,126.5,100,-1.13,1280.4,128.04,0.03,1.76,144000,145411.7647,12.29
6089,85.19,85.19,97.44,97.44,135,134.5,100,18.07,1280.56,128.056,0.05,1.92,145500,145411.7647,11.97
6090,85.25,85.25,97.44,97.44,135,134,100,-1.13,1280.61,128.061,0.05,2.08,146000,145441.1765,11.85
6091,85.25,85.25,97.44,97.44,135,134,100,0,1280.61,128.061,0.05,2.28,145500,145470.5882,11.95
6092,85.31,85.31,97.44,97.44,135,133.5,100,0,1280.69,128.069,0.06,2.44,146000,145485.2941,11.83
6092,85.31,85.31,97.44,97.44,135,133.5,100,-1.13,1280.71,128.071,0.05,2.68,145500,145441.1765,11.93
6093,85.37,85.37,97.44,97.44,135,133,100,-1.13,1280.69,128.069,0.06,2.88,145500,145441.1765,11.92
6094,85.37,85.37,97.44,97.44,135,133,100,0,1280.54,128.054,0.04,3,145500,145470.5882,11.92
6095,85.44,85.44,97.44,97.44,135,132.5,100,-1.13,1280.59,128.059,0.04,3.2,146000,145485.2941,11.79
6096,85.44,85.44,97.44,97.44,135,132.5,100,0,1280.66,128.066,0.04,3.4,145500,145485.2941,11.9
6097,85.5,85.5,97.44,97.44,135,132,100,-1.13,1280.75,128.075,0.04,3.56,145500,145500,11.88
6097,85.5,85.5,97.44,97.44,135,132,100,0,1280.67,128.067,0.03,3.8,145500,145529.4118,11.88
6098,85.56,85.56,97.44,97.44,135,131.5,100,-1.13,1280.78,128.078,0.03,4.16,145500,145514.7059,11.86
6099,85.56,85.56,97.44,97.44,135,131.5,100,0,1280.85,128.085,0.02,4.48,145000,145500,11.97
6100,85.62,85.62,97.44,97.44,135,131,100,-1.13,1281.06,128.106,0.02,4.84,145500,145514.7059,11.84
6101,85.62,85.62,97.5,97.5,135,131,100,0,1281.03,128.103,0.04,5.12,146000,145470.5882,11.73
6102,85.69,85.69,97.5,97.5,135,130.5,100,-1.13,1281.21,128.121,0.04,5.36,145500,145455.8824,11.82
6103,85.75,85.75,97.44,97.44,135,130,100,-0.57,1281.2,128.12,0.05,5.64,145500,145455.8824,11.8
6104,85.75,85.75,97.44,97.44,135,130,100,0,1281.35,128.135,0.05,5.88,145500,145470.5882,11.8
6105,85.81,85.81,97.44,97.44,135,129.5,100,-1.13,1281.51,128.151,0.1,6.08,146000,145485.2941,11.68
6106,85.81,85.81,97.44,97.44,135,129.5,100,0,1281.58,128.158,0.1,6.24,145500,145485.2941,11.78
6107,85.81,85.81,97.44,97.44,135,129.5,100,0,1281.65,128.165,0.11,6.44,144500,145485.2941,12
6107,85.81,85.81,97.5,97.5,135,129.5,100,0,1281.62,128.162,0.11,6.4,145500,145485.2941,11.78
6108,85.81,85.81,97.44,97.44,135,129.5,100,0,1281.69,128.169,0.1,6.4,145500,145500,11.78
6109,85.87,85.87,97.44,97.44,135,129,100,-1.13,1281.68,128.168,0.1,6.36,145500,145514.7059,11.77
6110,85.87,85.87,97.5,97.5,135,129,100,0,1281.89,128.189,0.09,6.4,146000,145514.7059,11.66
6111,85.87,85.87,97.44,97.44,135,129,100,0,1282.02,128.202,0.1,6.36,145500,145500,11.77
6111,85.87,85.87,97.5,97.5,135,129,100,0,1281.98,128.198,0.09,6.32,146000,145514.7059,11.66
6112,85.87,85.87,97.5,97.5,135,129,100,0,1281.81,128.181,0.1,6.16,145000,145514.7059,11.87
6113,85.94,85.94,97.5,97.5,135,128.5,100,-1.13,1281.91,128.191,0.05,6.04,145500,145500,11.75
6114,85.94,85.94,97.5,97.5,135,128.5,100,0,1282.06,128.206,0.05,5.84,145500,145514.7059,11.75
6115,85.87,85.87,97.44,97.44,135,129,100,1.13,1281.98,128.198,0.05,5.68,144000,145529.4118,12.09
6116,85.87,85.87,97.5,97.5,135,129,100,0,1281.94,128.194,0.05,5.44,145500,145529.4118,11.77
6116,85.94,85.94,97.5,97.5,135,128.5,100,-1.13,1281.81,128.181,0.03,5.12,145500,145514.7059,11.75
6117,85.94,85.94,97.5,97.5,135,128.5,100,0,1281.84,128.184,0.03,4.68,144500,145514.7059,11.96
6118,85.94,85.94,97.5,97.5,135,128.5,100,0,1281.75,128.175,0,4.2,146000,145514.7059,11.64
6119,85.94,85.94,97.44,97.44,135,128.5,100,0,1281.8,128.18,0,3.8,146000,145470.5882,11.64
6121,85.87,85.87,97.5,97.5,135,129,100,0,1281.59,128.159,-0.02,3.2,145500,145455.8824,11.77
6121,85.87,85.87,97.44,97.44,135,129,100,0.57,1281.73,128.173,-0.02,2.64,146000,145455.8824,11.66
6122,85.87,85.87,97.44,97.44,135,129,100,0,1281.43,128.143,-0.04,2.04,146000,145500,11.66
6123,85.81,85.81,97.44,97.44,135,129.5,100,1.13,1281.52,128.152,-0.04,1.52,146000,145500,11.68
6124,85.81,85.81,97.44,97.44,135,129.5,100,0,1281.42,128.142,-0.07,1.04,145500,145514.7059,11.78
6125,85.81,85.81,97.44,97.44,135,129.5,100,0,1281.43,128.143,-0.07,0.68,145500,145514.7059,11.78
6126,85.75,85.75,97.5,97.5,135,130,100,0,1281.53,128.153,-0.05,0.36,146000,145500,11.7
6126,85.75,85.75,97.44,97.44,135,130,100,1.13,1281.51,128.151,-0.05,0.08,145500,145514.7059,11.8
6127,85.75,85.75,97.44,97.44,135,130,100,0,1281.38,128.138,-0.04,-0.16,145000,145500,11.91
6128,85.75,85.75,97.44,97.44,135,130,100,0,1281.56,128.156,-0.04,-0.28,146000,145500,11.7
6129,85.75,85.75,97.44,97.44,135,130,100,0,1281.71,128.171,-0.02,-0.2,145500,145514.7059,11.8
6130,85.69,85.69,97.44,97.44,135,130.5,100,1.13,1281.59,128.159,-0.02,-0.12,145500,145529.4118,11.82
6131,85.69,85.69,97.44,97.44,135,130.5,100,0,1281.54,128.154,0.01,-0.04,145500,145558.8235,11.82
6131,85.69,85.69,97.44,97.44,135,130.5,100,0,1281.59,128.159,0.01,0.08,145500,145573.5294,11.82
6132,85.62,85.62,97.44,97.44,135,131,100,1.13,1281.82,128.182,0.03,0.28,145500,145573.5294,11.84
6133,85.62,85.62,97.5,97.5,135,131,100,0,1282.01,128.201,0.03,0.52,144000,145588.2353,12.16
6134,85.62,85.62,97.5,97.5,135,131,100,0,1282.15,128.215,0.07,0.88,145500,145573.5294,11.84
6135,85.62,85.62,97.5,97.5,135,131,100,0,1282.09,128.209,0.07,1.28,145500,145573.5294,11.84
6136,85.56,85.56,97.5,97.5,135,131.5,100,0,1282.24,128.224,0.07,1.76,146000,145573.5294,11.75
6136,85.56,85.56,97.5,97.5,135,131.5,100,1.13,1282.06,128.206,0.07,1.96,145500,145558.8235,11.86
6137,85.56,85.56,97.5,97.5,135,131.5,100,0,1282.39,128.239,0.08,2.24,146000,145544.1176,11.75
6138,85.56,85.56,97.5,97.5,135,131.5,100,0,1282.25,128.225,0.08,2.48,145500,145544.1176,11.86
6139,85.5,85.5,97.5,97.5,135,132,100,1.13,1282.45,128.245,0.09,2.84,145500,145544.1176,11.88
6140,85.5,85.5,97.5,97.5,135,132,100,0,1282.53,128.253,0.09,2.96,146000,145544.1176,11.77
6141,85.5,85.5,97.5,97.5,135,132,100,0,1282.47,128.247,0.1,3,145500,145544.1176,11.88
6141,85.5,85.5,97.5,97.5,135,132,100,0,1282.29,128.229,0.1,3.08,145000,145558.8235,11.98
6142,85.44,85.44,97.5,97.5,135,132.5,100,1.13,1282.29,128.229,0.03,3.12,146000,145558.8235,11.79
6143,85.44,85.44,97.5,97.5,135,132.5,100,0,1282.3,128.23,0.03,3.16,146000,145544.1176,11.79
